Sample_code;Project;Cruise_year;Cruise_number;Station_event_code;Station_number;Sampling_tool;Sampling_tool_serial_id;Core_code;Slice_interval_from_cm;Slice_interval_to_cm;Longitude;Latitude;Position_info;Depth;Batch_code;Naphthalene_µg/kg;2-Methylnaphthalene_µg/kg;1-Methylnaphthalene_µg/kg;Biphenyl_µg/kg;C2-Naphthalenes_µg/kg;2,6-Dimethylnaphthalene_µg/kg;1,3-Dimethylnaphthalene_µg/kg;2,3-Dimethylnaphthalene_µg/kg;1,4-Dimethylnaphthalene_µg/kg;C3-Naphthalenes_µg/kg;Acenaphthylene_µg/kg;Acenaphthene_µg/kg;Dibenzofuran_µg/kg;1,3,7-Trimethylnaphthalene_µg/kg;2,3,5-Trimethylnaphthalene_µg/kg;1,2,3-Trimethylnaphthalene_µg/kg;1,4,6,7-Tetramethylnaphthalene_µg/kg;1,2,5,6-Tetramethylnaphthalene_µg/kg;Fluorene_µg/kg;1-Methylfluorene_µg/kg;Dibenzothiophene_µg/kg;Phenanthrene_µg/kg;Anthracene_µg/kg;C1-Phenanthrenes_µg/kg;C2-Phenanthrenes_µg/kg;C3-Phenanthrenes_µg/kg;C1-Dibenzothiophenes_µg/kg;C2-Dibenzothiophenes_µg/kg;C3-Dibenzothiophenes_µg/kg;4-Methyldibenzothiophene_µg/kg;3-Methylphenanthrene_µg/kg;2-Methylphenanthrene_µg/kg;9-Methylphenanthrene_µg/kg;1-Methylphenanthrene_µg/kg;4-Ethyldibenzothiophene_µg/kg;3,6-Dimethylphenanthrene_µg/kg;4-Propyldibenzothiophene_µg/kg;(1,5+1,7)-Dimethylphenanthrenes_µg/kg;1,5-Dimethylphenanthrene_µg/kg;1,7-Dimethylphenanthrene_µg/kg;1,2-Dimethylphenanthrene_µg/kg;2,6,9-Trimethylphenanthrene_µg/kg;1,2,6-Trimethylphenanthrene_µg/kg;(1,2,5+1,2,7)-Trimethylphenanthrenes_µg/kg;1,2,7-Trimethylphenanthrene_µg/kg;1,2,6,9-Tetramethylphenanthrene_µg/kg;Fluoranthene_µg/kg;Pyrene_µg/kg;Benz[a]anthracene_µg/kg;Chrysene_µg/kg;1-Methylchrysene_µg/kg;6-Ethylchrysene_µg/kg;6-Propylchrysene_µg/kg;Benzo[b,j,k]fluoranthenes_µg/kg;Benzo[b]fluoranthene_µg/kg;Benzo[k]fluoranthene_µg/kg;Benzo[j]fluoranthene_µg/kg;Benzo[e]pyrene_µg/kg;Benzo[a]pyrene_µg/kg;Perylene_µg/kg;Indeno[1,2,3-cd]pyrene_µg/kg;Dibenz[a,h]anthracene_µg/kg;Benzo[ghi]perylene_µg/kg;THC_mg/kg;BDE_28_µg/kg;BDE_35_µg/kg;BDE_75_µg/kg;BDE_49_µg/kg;BDE_71_µg/kg;BDE_49+BDE_71_µg/kg;BDE_47_µg/kg;BDE_66_µg/kg;BDE_77_µg/kg;BDE_100_µg/kg;BDE_119_µg/kg;BDE_99_µg/kg;BDE_118_µg/kg;BDE_85_µg/kg;BDE_154_µg/kg;BDE_153_µg/kg;BDE_138_µg/kg;BDE_183_µg/kg;BDE_181_µg/kg;BDE_190_µg/kg;BDE_207_µg/kg;BDE_203_µg/kg;BDE_196_µg/kg;BDE_205_µg/kg;BDE_195_µg/kg;BDE_206_µg/kg;BDE_209_µg/kg;PCB_28_µg/kg;PCB_31_µg/kg;PCB_52_µg/kg;PCB_101_µg/kg;PCB_105_µg/kg;PCB_118_µg/kg;PCB_138_µg/kg;PCB_153_µg/kg;PCB_156_µg/kg;PCB_180_µg/kg;p,p'-DDD_µg/kg;p,p'-DDE_µg/kg;p,p'-DDT_µg/kg;HCB_µg/kg;α-HCH_µg/kg;β-HCH_µg/kg;γ-HCH_µg/kg;trans-Nonachlor_µg/kg;Dieldrin_µg/kg;Siloxane_D4_µg/kg;Siloxane_D5_µg/kg;Siloxane_D6_µg/kg;SCCP_µg/kg;MCCP_µg/kg;LCCP_µg/kg;TEP_µg/kg;TCEP_µg/kg;TPrP_µg/kg;TCIPP_µg/kg;TiBP_µg/kg;TiBP+TnBP_µg/kg;BdPhP_µg/kg;TPHP_µg/kg;DBPhP_µg/kg;TnBP_µg/kg;TDCIPP_µg/kg;TBOEP_µg/kg;TCP_µg/kg;EHDP_µg/kg;TEHP_µg/kg;TXP_µg/kg;TIPPP_µg/kg;TTBPP_µg/kg;2-IPPDPP_µg/kg;4-IPPDPP_µg/kg;B4IPPPP+isomerer_µg/kg;4-tert-Octylphenol_µg/kg;4-tert-Octylphenol_monoethoxylate_µg/kg;4-tert-Octylphenol_diethoxylate_µg/kg;4-Nonylphenol_µg/kg;4-Nonylphenol_monoethoxylate_µg/kg;4-Nonylphenol_diethoxylate_µg/kg;Bisphenol_A_µg/kg;PFOSA_µg/kg;PFBS_µg/kg;PFPS_µg/kg;PFHxS_µg/kg;PFHpS_µg/kg;brPFOS_µg/kg;linPFOS_µg/kg;PFOS_µg/kg;PFNS_µg/kg;PFDcS_µg/kg;PFHxA_µg/kg;PFHpA_µg/kg;PFOA_µg/kg;PFNA_µg/kg;PFDcA_µg/kg;PFUnDA_µg/kg;PFDoA_µg/kg;PFTriA_µg/kg;PFTeA_µg/kg;4:2_FTS_µg/kg;6:2_FTS_µg/kg;8:2_FTS_µg/kg;Dibromoaldrin_µg/kg;Dechlorane_601_µg/kg;Dechlorane_602_µg/kg;Dechlorane_603_µg/kg;Dechlorane_604_µg/kg;Dechlorane_plus_syn_µg/kg;Dechlorane_plus_anti_µg/kg
2013205R1080BC10B_00-01;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;0;1;7.003475;66.209257;2;-365.73;2014-30;3.6;2.5;2.0;;;1.9;5.9;;0.60;;<0.5;<0.5;;1.9;2.1;0.80;<0.5;2.6;0.70;;0.60;5.6;0.60;;;;;;;<0.5;1.6;1.9;1.3;1.2;<0.5;<0.5;<0.5;;;1.2;<0.5;<0.5;<0.5;<0.5;;<0.5;2.9;2.0;2.5;3.2;0.70;<0.5;<0.5;;9.2;2.1;1.5;3.3;1.7;3.1;9.6;1.4;3.6;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_02-03;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;2;3;7.003475;66.209257;2;-365.73;2014-30;2.5;3.3;2.3;;;0.70;3.3;;<0.5;;<0.5;<0.5;;0.80;0.90;<0.5;<0.5;1.0;0.60;;<0.5;4.6;<0.5;;;;;;;<0.5;1.4;1.6;1.1;1.0;<0.5;<0.5;<0.5;;;0.90;<0.5;<0.5;<0.5;<0.5;;<0.5;2.3;2.1;2.3;2.6;0.60;<0.5;<0.5;;11;2.5;1.9;3.7;1.8;2.8;9.7;1.3;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_04-05;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;4;5;7.003475;66.209257;2;-365.73;2014-30;2.0;2.9;2.0;;;0.60;3.0;;<0.5;;<0.5;<0.5;;0.70;0.80;<0.5;<0.5;1.0;<0.5;;<0.5;3.8;<0.5;;;;;;;<0.5;1.1;1.4;0.90;0.90;<0.5;<0.5;<0.5;;;0.80;<0.5;<0.5;<0.5;<0.5;;<0.5;2.0;2.0;2.1;2.3;0.60;<0.5;<0.5;;10;2.2;1.6;3.6;1.4;2.3;10;1.3;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_06-07;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;6;7;7.003475;66.209257;2;-365.73;2014-30;1.6;2.5;1.7;;;0.60;2.6;;<0.5;;<0.5;<0.5;;0.60;0.70;<0.5;<0.5;0.70;<0.5;;<0.5;3.2;<0.5;;;;;;;<0.5;1.0;1.2;0.90;0.80;<0.5;<0.5;<0.5;;;0.70;<0.5;<0.5;<0.5;<0.5;;<0.5;1.4;2.3;1.6;1.6;0.50;<0.5;<0.5;;7.1;1.5;1.4;2.9;1.1;2.9;7.3;0.90;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_08-09;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;8;9;7.003475;66.209257;2;-365.73;2014-30;1.3;2.4;1.7;;;0.70;2.7;;<0.5;;<0.5;<0.5;;0.60;0.80;<0.5;<0.5;0.70;<0.5;;<0.5;2.8;<0.5;;;;;;;<0.5;1.0;1.1;0.90;0.80;<0.5;<0.5;<0.5;;;0.60;<0.5;<0.5;<0.5;<0.5;;<0.5;0.70;1.2;0.80;0.80;<0.5;<0.5;<0.5;;2.6;<0.5;<0.5;1.3;0.60;2.6;1.7;<0.5;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_10-11;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;10;11;7.003475;66.209257;2;-365.73;2014-30;1.2;2.3;1.6;;;<0.5;2.4;;<0.5;;<0.5;<0.5;;0.60;0.60;<0.5;<0.5;0.70;<0.5;;<0.5;2.6;<0.5;;;;;;;<0.5;0.90;1.0;0.80;0.70;<0.5;<0.5;<0.5;;;0.60;<0.5;<0.5;<0.5;<0.5;;<0.5;0.60;1.0;0.70;0.70;<0.5;<0.5;<0.5;;2.3;<0.5;<0.5;1.2;0.50;2.8;1.3;<0.5;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_12-13;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;12;13;7.003475;66.209257;2;-365.73;2014-30;1.3;2.5;1.8;;;0.60;2.9;;<0.5;;<0.5;<0.5;;0.70;0.80;<0.5;<0.5;0.80;<0.5;;<0.5;2.9;<0.5;;;;;;;<0.5;1.1;1.2;0.90;0.80;<0.5;<0.5;<0.5;;;0.70;<0.5;<0.5;<0.5;<0.5;;<0.5;0.70;1.1;0.90;0.80;<0.5;<0.5;<0.5;;2.4;<0.5;<0.5;1.3;0.60;3.7;1.4;<0.5;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_14-15;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;14;15;7.003475;66.209257;2;-365.73;2014-30;1.4;2.4;1.8;;;0.70;3.1;;<0.5;;<0.5;<0.5;;0.80;0.90;<0.5;<0.5;1.0;<0.5;;<0.5;3.1;<0.5;;;;;;;<0.5;1.2;1.4;1.1;0.90;<0.5;<0.5;<0.5;;;0.80;<0.5;<0.5;<0.5;<0.5;;<0.5;0.90;1.4;1.1;0.90;<0.5;<0.5;<0.5;;2.6;<0.5;<0.5;1.6;0.90;5.9;1.5;<0.5;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_16-17;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;16;17;7.003475;66.209257;2;-365.73;2014-30;1.9;3.2;2.4;;;1.9;4.0;;<0.5;;<0.5;<0.5;;1.2;1.1;<0.5;<0.5;1.5;0.70;;<0.5;3.3;<0.5;;;;;;;<0.5;1.3;1.5;1.3;1.0;<0.5;<0.5;<0.5;;;1.0;<0.5;<0.5;<0.5;<0.5;;<0.5;1.6;2.4;1.8;1.2;0.60;<0.5;<0.5;;3.4;0.60;0.70;2.0;1.9;19;2.3;<0.5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_18-19;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;18;19;7.003475;66.209257;2;-365.73;2014-30;2.0;3.5;2.8;;;0.70;4.8;;0.60;;<0.5;<0.5;;1.4;1.3;0.60;<0.5;1.8;0.90;;<0.5;4.2;0.60;;;;;;;<0.5;1.5;1.7;1.7;1.3;<0.5;<0.5;<0.5;;;1.2;<0.5;<0.5;<0.5;<0.5;;<0.5;2.1;3.2;2.4;1.3;0.70;<0.5;<0.5;;3.6;0.90;0.90;2.4;2.6;28;2.6;<0.5;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_20-21;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;20;21;7.003475;66.209257;2;-365.73;2014-30;2.6;4.2;3.3;;;1.1;5.7;;0.60;;<0.5;<0.5;;1.5;1.6;0.70;0.60;2.0;1.1;;<0.5;4.5;0.70;;;;;;;0.50;1.6;1.9;2.0;1.6;<0.5;<0.5;<0.5;;;1.4;0.50;0.70;<0.5;<0.5;;<0.5;2.8;4.6;3.5;1.8;1.0;0.60;<0.5;;4.9;1.2;1.1;2.9;3.7;43;3.4;0.80;4.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_22-23;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;22;23;7.003475;66.209257;2;-365.73;2014-30;2.0;3.4;2.7;;;0.80;4.5;;<0.5;;<0.5;<0.5;;1.1;1.3;0.60;0.50;1.7;0.90;;<0.5;4.0;0.60;;;;;;;<0.5;1.5;1.7;1.6;1.3;<0.5;<0.5;<0.5;;;1.2;<0.5;0.50;<0.5;<0.5;;<0.5;2.2;3.7;2.8;1.4;0.80;<0.5;<0.5;;4.2;0.90;1.0;2.5;2.9;34;2.8;0.70;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_24-25;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;24;25;7.003475;66.209257;2;-365.73;2014-30;2.1;3.8;3.1;;;1.1;5.5;;0.70;;<0.5;<0.5;;1.6;1.6;0.70;0.60;2.6;1.1;;0.70;4.7;1.1;;;;;;;0.70;1.8;2.1;2.2;1.8;<0.5;<0.5;<0.5;;;1.4;0.80;0.60;<0.5;<0.5;;<0.5;3.0;4.5;3.8;1.7;1.1;0.60;<0.5;;5.3;1.2;1.3;3.2;3.9;47;4.1;1.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1080BC10B_26-27;Mareano (2006- );2013;205;R1080BC10;R1080;BC;10;B;26;27;7.003475;66.209257;2;-365.73;2014-30;2.8;4.4;3.3;;;1.2;5.5;;0.60;;<0.5;<0.5;;1.5;1.6;0.80;0.70;2.2;1.3;;0.70;5.3;0.70;;;;;;;0.60;1.8;2.0;1.9;1.6;<0.5;<0.5;<0.5;;;1.4;0.50;0.70;<0.5;<0.5;;<0.5;2.7;4.2;3.2;1.6;1.0;0.60;<0.5;;4.9;1.1;1.0;2.8;3.3;40;3.2;0.80;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_00-01;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;0;1;5.847467;65.958398;2;-609.07;2014-30;6.4;8.0;5.4;;;2.8;8.2;;0.70;;0.70;<0.5;;2.0;2.1;0.60;<0.5;2.4;1.6;;1.1;11;1.2;;;;;;;0.80;2.9;3.7;2.4;2.2;<0.5;<0.5;<0.5;;;2.2;0.50;0.60;<0.5;<0.5;;<0.5;6.8;4.9;5.5;6.7;1.5;<0.5;<0.5;;18;4.7;3.3;6.8;4.0;5.1;22;2.7;8.8;7.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_00-01;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;0;1;5.847467;65.958398;2;-609.07;2016-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<0.02;0.03;<0.02;0.03;0.07;0.04;0.06;0.03;0.05;0.14;0.14;0.10;0.20;0.08;<0.02;0.05;0.04;<0.02;<0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_02-03;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;2;3;5.847467;65.958398;2;-609.07;2014-30;4.9;6.1;4.1;;;1.2;5.9;;0.50;;<0.5;<0.5;;1.6;1.5;<0.5;<0.5;1.4;0.90;;0.70;8.0;0.80;;;;;;;0.60;2.4;2.8;1.9;1.7;<0.5;<0.5;<0.5;;;1.5;<0.5;<0.5;<0.5;<0.5;;<0.5;5.0;4.2;4.5;5.5;1.2;<0.5;<0.5;;20;4.4;3.7;6.6;3.4;3.9;19;2.5;7.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_04-05;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;4;5;5.847467;65.958398;2;-609.07;2014-30;4.1;5.8;3.9;;;1.3;5.5;;<0.5;;<0.5;<0.5;;1.4;1.4;0.50;<0.5;1.6;0.90;;0.70;7.4;0.60;;;;;;;0.60;2.1;2.5;1.7;1.6;<0.5;<0.5;<0.5;;;1.4;<0.5;<0.5;<0.5;<0.5;;<0.5;3.4;2.9;3.1;4.0;0.90;<0.5;<0.5;;15;3.3;2.3;5.2;2.2;3.4;13;1.7;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_06-07;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;6;7;5.847467;65.958398;2;-609.07;2014-30;2.6;4.3;3.0;;;1.0;4.3;;<0.5;;<0.5;<0.5;;1.1;1.1;<0.5;<0.5;1.1;0.60;;0.50;5.1;<0.5;;;;;;;<0.5;1.7;2.0;1.5;1.4;<0.5;<0.5;<0.5;;;1.2;<0.5;<0.5;<0.5;<0.5;;<0.5;1.4;1.6;1.4;1.7;0.60;<0.5;<0.5;;6.0;1.1;0.90;2.8;0.90;3.4;4.3;0.60;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_08-09;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;8;9;5.847467;65.958398;2;-609.07;2014-30;3.2;4.8;3.3;;;1.5;5.1;;<0.5;;<0.5;<0.5;;1.2;1.3;<0.5;<0.5;1.5;0.90;;0.60;5.7;0.60;;;;;;;<0.5;1.8;2.1;1.5;1.4;<0.5;<0.5;<0.5;;;1.1;<0.5;<0.5;<0.5;<0.5;;<0.5;2.2;3.3;2.4;2.1;0.90;<0.5;<0.5;;8.5;1.8;1.6;3.9;2.0;4.4;9.6;1.1;5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_10-11;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;10;11;5.847467;65.958398;2;-609.07;2014-30;2.4;4.5;3.1;;;1.5;4.7;;<0.5;;<0.5;<0.5;;1.2;1.2;<0.5;<0.5;1.3;0.70;;0.50;4.8;<0.5;;;;;;;<0.5;1.6;1.9;1.4;1.3;<0.5;<0.5;<0.5;;;1.0;<0.5;<0.5;<0.5;<0.5;;<0.5;1.2;2.1;1.2;1.3;0.50;<0.5;<0.5;;3.5;0.60;0.50;2.1;0.60;3.6;2.0;<0.5;1.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_12-13;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;12;13;5.847467;65.958398;2;-609.07;2014-30;3.0;5.2;3.7;;;1.4;4.9;;<0.5;;<0.5;<0.5;;1.2;1.2;<0.5;<0.5;1.2;0.90;;0.70;5.9;<0.5;;;;;;;0.50;1.9;2.3;1.8;1.6;<0.5;<0.5;<0.5;;;1.3;<0.5;<0.5;<0.5;<0.5;;<0.5;1.3;2.3;1.0;1.2;<0.5;<0.5;<0.5;;2.6;0.70;0.70;2.1;0.80;4.5;1.8;<0.5;1.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_14-15;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;14;15;5.847467;65.958398;2;-609.07;2014-30;3.2;5.3;3.7;;;1.7;5.5;;<0.5;;<0.5;<0.5;;1.3;1.4;<0.5;<0.5;1.4;0.80;;0.70;5.9;<0.5;;;;;;;0.50;2.0;2.3;1.8;1.6;<0.5;<0.5;<0.5;;;1.2;<0.5;<0.5;<0.5;<0.5;;<0.5;1.3;2.3;1.0;1.4;<0.5;<0.5;<0.5;;2.6;0.60;0.60;2.1;0.70;3.5;1.5;<0.5;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_16-17;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;16;17;5.847467;65.958398;2;-609.07;2014-30;3.0;5.4;3.7;;;1.6;5.4;;<0.5;;<0.5;<0.5;;1.4;1.4;<0.5;<0.5;1.4;1.0;;0.80;6.3;<0.5;;;;;;;0.60;2.1;2.4;1.9;1.7;<0.5;<0.5;<0.5;;;1.3;<0.5;<0.5;<0.5;<0.5;;<0.5;1.4;2.2;1.1;1.2;<0.5;<0.5;<0.5;;2.8;0.60;<0.5;2.3;0.80;4.0;1.6;<0.5;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_18-19;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;18;19;5.847467;65.958398;2;-609.07;2014-30;3.1;5.5;3.8;;;1.3;5.4;;<0.5;;<0.5;<0.5;;1.4;1.5;0.50;<0.5;1.8;1.0;;0.70;6.2;0.50;;;;;;;0.50;2.1;2.5;2.2;1.8;<0.5;<0.5;<0.5;;;1.3;<0.5;<0.5;<0.5;<0.5;;<0.5;1.8;2.3;1.4;1.3;<0.5;<0.5;<0.5;;2.9;0.70;0.60;2.3;0.90;4.4;2.0;<0.5;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1093MC01B_20-21;Mareano (2006- );2013;205;R1093MC01;R1093;MC;01;B;20;21;5.847467;65.958398;2;-609.07;2014-30;5.1;9.1;6.6;;;2.9;9.6;;0.90;;<0.5;<0.5;;2.4;2.6;0.90;0.60;2.8;1.5;;1.2;9.7;0.60;;;;;;;1.0;3.6;4.2;3.4;2.9;<0.5;<0.5;<0.5;;;2.4;0.70;0.70;0.50;<0.5;;<0.5;2.3;3.2;2.2;2.4;0.80;<0.5;<0.5;;4.2;0.90;0.90;3.8;1.6;8.5;2.4;<0.5;4.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1096MC02B_00-01;Mareano (2006- );2013;205;R1096MC02;R1096;MC;02;B;0;1;6.514972;65.947170;2;-361.38;2014-30;2.4;1.7;1.3;;;1.7;4.6;;<0.5;;<0.5;<0.5;;1.5;1.7;0.60;<0.5;2.3;<0.5;;<0.5;3.2;<0.5;;;;;;;<0.5;1.1;1.3;1.0;0.80;<0.5;<0.5;<0.5;;;0.90;<0.5;<0.5;<0.5;<0.5;;<0.5;1.8;1.0;1.7;1.9;0.50;<0.5;<0.5;;5.5;1.4;0.90;2.1;1.0;1.6;5.9;0.80;2.4;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013205R1096MC02B_00-01;Mareano (2006- );2013;205;R1096MC02;R1096;MC;02;B;0;1;6.514972;65.947170;2;-361.38;2019-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<0.047;<0.003;<0.004;<0.161;<0.006;<0.041;<0.061
